Request_ID,Arrival_Time_sec,Service_Time_sec,Wait_Time_sec,Response_Time_ms
1,0.005214089888631768,0.002047302819134658,0.0,2.0473028191346576
2,0.03865988356549312,0.007806698461517365,0.0,7.8066984615173665
3,0.05329039127155367,0.020631417942820588,0.0,20.63141794282059
4,0.06343419742461981,0.013176077791304737,0.01048761178975445,23.663689581059188
5,0.06531891820753477,0.016427938260737573,0.021778968798144227,38.206907058881804
6,0.06720332145103039,0.010752377151704027,0.03632250381538618,47.074880967090216
7,0.0678681966577935,0.011785538361415323,0.0464100057603271,58.19554412174241
8,0.09021520626312617,0.018917719880502795,0.03584853451640975,54.76625439691253
9,0.100427230192318,0.0028723951554012013,0.044554230467720696,47.426625623121886
10,0.11410778643348012,0.006722176661712414,0.03374606938195977,40.468246043672174
11,0.11433888985569277,0.0025001312910612234,0.040237142621459526,42.73727391252075
12,0.15326730624634066,0.04395558417405329,0.0038088575218728493,47.76444169592614
13,0.17311652339472594,0.028834637873204144,0.027915224547540862,56.749862420745
14,0.17576860811971423,0.00040225101205379086,0.054097777695756716,54.50002870781051
15,0.17799837466137716,0.01222731563195729,0.05227026216614758,64.49757779810486
16,0.18024961269284667,0.025935835574752555,0.06224633976663535,88.18217534138789
17,0.18428020968685196,0.0019915282538785,0.0841515783473826,86.1431066012611
18,0.1925460744741948,0.008392029176459023,0.07787724181391825,86.2692709903773
19,0.198829819660643,0.024708652641255303,0.07998552580392909,104.69417844518442
20,0.20265451957790903,0.00034535523544211816,0.10086947852791839,101.21483376336049
21,0.213169751510129,0.011954104568928854,0.09069960183114051,102.65370640006938
22,0.2148390240515439,0.0035289496474521283,0.1009844338586545,104.51338350610665
23,0.21867808529601504,0.025822486713556757,0.1006743222616355,126.49680897519225
24,0.22374783216513555,0.03542469922622254,0.12142706210607174,156.85176133229427
25,0.23051377314135527,0.028871736812409746,0.15008582035607457,178.9575571684843
26,0.24760195104169874,0.0064286140519845825,0.16186937926814082,168.2979933201254
27,0.25007679395423976,0.019808107067353583,0.16582315040758439,185.63125747493797
28,0.2580993401212745,0.01861427273299079,0.17760871130790323,196.222984040894
29,0.2680716148024941,0.0038434052151953436,0.18625070935967442,190.09411457486974
30,0.26860010202200973,0.01765597541394653,0.1895656273553541,207.22160276930063
31,0.27899269114033876,0.0003770979526890973,0.1968290136509716,197.2061116036607
32,0.28107003838453226,0.00907008640287807,0.1951287643594672,204.19885076234522
33,0.28181741539430233,0.002613762411972857,0.20345147375257516,206.06523616454803
34,0.31485839087771267,0.0012847776747164405,0.1730242606811377,174.30903835585414
35,0.35230983912728125,0.0008007534330438275,0.13685759010628556,137.65834353932937
36,0.3706690788252021,0.011916779496882371,0.11929910384140852,131.21588333829087
37,0.37470561060263274,0.00415326013068567,0.12717935156086024,131.33261169154588
38,0.3758475807693273,0.012901364372203777,0.13019064152485132,143.09200589705512
39,0.38865592258153464,0.0006758993548947432,0.13028366408484776,130.9595634397425
40,0.39510137638803905,0.003787603814176782,0.12451410963323811,128.30171344741487
41,0.39654751232086627,0.0077542351440004955,0.12685557751458765,134.60981265858817
42,0.4041424815223568,0.015640973333379875,0.12701484345709763,142.6558167904775
43,0.4045313006495066,0.0038382960704015897,0.14226699766332773,146.10529373372927
44,0.43120266606498464,0.009832090864021627,0.11943392831825123,129.26601918227283
45,0.4345299746965478,0.0217136165872427,0.12593871055070965,147.65232713795234
46,0.44659948356949203,0.009567565090720861,0.13558281826500812,145.150383355729
47,0.45075000114346564,0.002652156429658495,0.14099986578175538,143.65202221141394
48,0.4589067888757904,0.00024703413744155226,0.13549523447908918,135.7422686165307
49,0.4676981644089215,0.020409816863741815,0.12695089308339963,147.3607099471414
50,0.4699691488478982,0.00021498864160261316,0.14508972550816468,145.3047141497673
51,0.5087781169894118,0.020770577666041703,0.10649574600825373,127.26632367429546
52,0.5253586211798356,0.007527637204695545,0.11068581948387168,118.21345668856719
53,0.5565263369497421,0.02797991842792663,0.08704574091866069,115.02565934658737
54,0.5815502480334553,0.016033725230231253,0.0900017482628741,106.03547349310539
55,0.5916730748377139,0.06182194410847326,0.0959126466888468,157.7345907973201
56,0.620000134607374,0.004318786168482837,0.12940753102766,133.72631719614282
57,0.6210296397068531,0.014575252591114578,0.13269681209666373,147.2720646877783
58,0.6234533585360894,0.0051404900262294086,0.144848345858542,149.98883588477142
59,0.6239676025992764,0.006536873042851913,0.1494745918215844,156.01146486443628
60,0.6283401813415329,0.009875329076281154,0.1516388861221798,161.514215198461
61,0.633808295694802,0.0206891406403239,0.15604610084519188,176.7352414855158
62,0.6373256339526778,0.04140397036841309,0.17321790322763997,214.621873596053
63,0.6569318324553549,0.01462197110339225,0.19501567509337592,209.63764619676817
64,0.6618343546723535,0.005408841935911418,0.20473512397976956,210.14396591568095
65,0.6654988306738452,0.005470695758190242,0.2064794899141893,211.95018567237955
66,0.6741922427094869,0.013378177759736655,0.2032567736367379,216.6349513964746
67,0.6758799999074938,0.002728291200595943,0.21494719419846764,217.67548539906358
68,0.6938853731938797,0.0011706666958066147,0.1996701121126777,200.8407788084843
69,0.694746216180672,0.004379193315941165,0.19997993582169193,204.3591291376331
70,0.7429033977316423,0.00338609106417826,0.15620194758666284,159.58803865084116
71,0.759342106356548,0.0035141468973230554,0.14314933002593544,146.66347692325854
72,0.7618036556955022,0.0026606116595949674,0.14420192758430428,146.86253924389925
73,0.7618651825885682,0.00043004780937347327,0.14680101235083332,147.23106016020682
74,0.7806418134495251,0.0001803560283194906,0.12845442929924988,128.63478532756935
75,0.7942762124204923,0.043999779791123024,0.11500038635660215,159.00016614772517
76,0.8087835780736923,0.00558219746892102,0.14449280049452518,150.07499796344615
77,0.8251748505852868,0.004850387274553178,0.1336837254518516,138.5341127264048
78,0.8260296202021068,0.01138332648626447,0.13767934310958485,149.06266959584934
79,0.8309617610067316,0.0024622525594093334,0.14413052879122457,146.5927813506339
80,0.8323300955023366,0.02994956253739776,0.1452244468550289,175.17400939242665
81,0.8544248685207613,0.015433927818755862,0.153079236374002,168.51316419275787
82,0.8652726595397876,0.0009366363864100695,0.15766537317373153,158.6020095601416
83,0.8697373128870243,0.005405647740333898,0.15413735621290492,159.54300395323884
84,0.870466958062633,0.021129429601408536,0.15881335877763014,179.94278837903877
85,0.8746057175116368,0.028955616031208324,0.17580402893003488,204.75964496124323
86,0.8789758754359049,0.006299874431013923,0.20038948703697512,206.689361467989
87,0.893507828590991,0.009503941725764365,0.19215740831290296,201.66135003866725
88,0.9047843770235023,0.0018276238925679855,0.1903848016061559,192.21242549872397
89,0.9290316204946303,0.04729444686092813,0.16796518202759603,215.25962888852425
90,0.9361323553099226,0.002635381650176833,0.20815889407323196,210.7942757234087
91,0.9375476041278725,0.02860009331493888,0.20937902690545873,237.9791202203976
92,0.9514267857313903,0.010488130594685601,0.22409993861687982,234.5880692115654
93,0.9673200385433555,0.00935822222872194,0.2186948163996002,228.05303862832204
94,0.9764743440420869,0.007188517525924412,0.21889873312959063,226.08725065551494
95,0.9928508992278798,0.0026223502805196265,0.20971069546972199,212.33304575024158
96,1.000415507355772,0.0019422577002336727,0.20476843762234953,206.71069532258323
97,1.0086341611199638,0.0024908489862050676,0.19849204155839129,200.98289054459627
98,1.0148320966078352,0.0020633346355455016,0.19478495505672488,196.8482896922703
99,1.0151181829855032,0.015122407575727966,0.1965622033146024,211.6846108903303
100,1.0163867100431905,0.004309756410730743,0.21041608383264299,214.72584024337382
101,1.0167415287242245,0.0005958300833276848,0.21437102156233978,214.96685164566753
102,1.0279829681789752,0.03477084216526775,0.2037254121909169,238.4962543561846
103,1.0321762649433652,0.021523209700260004,0.23430295759179454,255.82616729205455
104,1.0400700113559673,0.026276545538067544,0.24793242087945244,274.20896641752
105,1.066528517243145,0.052800497690497064,0.24775046053034244,300.55095822083945
106,1.0697145041651817,0.0019103369657618532,0.2973649712988027,299.2753082645645
107,1.0755843038861002,0.005045818548938807,0.293405508543646,298.4513270925848
108,1.0912370721920843,0.014198034754812707,0.28279855878660065,296.9965935414134
109,1.0941237961578332,0.011907954024213374,0.29410986957566454,306.01782359987783
110,1.0950138436972796,0.0016711288479350685,0.3051277760604314,306.79890490836635
111,1.098815402629358,0.01691913002986315,0.302997345976288,319.91647600615124
112,1.1007688288349142,0.002541706672405863,0.317963049800595,320.5047564730008
113,1.1302682742335879,0.0025336775396964306,0.29100531107432714,293.5389886140236
114,1.1486114640167497,0.0076997298429083705,0.27519579883086176,282.89552867377023
115,1.1597613994669778,0.00898794524186919,0.2717455932235422,280.73353846541147
116,1.1825560631394312,0.008677058455294675,0.2579388747929581,266.6159332482527
117,1.2006446069254373,0.0009594590297101374,0.24852738946224662,249.48684849195678
118,1.2029390011071999,0.020993248112914236,0.2471924543101942,268.18570242310847
119,1.2277258167209284,0.0030870149766701557,0.24339888680937993,246.48590178605014
120,1.236338037853886,0.0013870466096940033,0.23787368065309256,239.26072726278647
121,1.2546419077572588,0.021959580984800334,0.22095685735941362,242.91643834421396
122,1.2798001594159947,0.031156763527532792,0.21775818668547808,248.9149502130108
123,1.2840527229317538,0.019814267844749624,0.2446623866972517,264.4766545420014
124,1.2853481913775744,0.016581874697336123,0.2631811860961808,279.76306079351684
125,1.288222488556901,0.0106491250119862,0.27688876361419035,287.5378886261766
126,1.29441201847633,0.008004147815698987,0.28134835870674757,289.3525065224465
127,1.3133434598834293,0.0009100489675235081,0.27042106511534714,271.33111408287067
128,1.3352472929043162,0.005250144999102649,0.24942728106198375,254.67742606108646
129,1.33532480856189,0.0046631207863061614,0.2545999104035126,259.2630311898188
130,1.3432678769989852,0.003007724234762845,0.2513199627527236,254.32768698748643
131,1.3492709138980816,0.012852555799970685,0.24832465008839,261.17720588836056
132,1.3520616621011463,0.006849324839176536,0.2583864576852959,265.2357825244724
133,1.35348033311832,0.0008451944723555855,0.2638171115072987,264.6623059796542
134,1.3580570951167916,0.0024869626118041647,0.26008554398118267,262.57250659298694
135,1.3898695520355822,0.01149670127597249,0.2307600496741964,242.25675095016896
136,1.3942071498453763,0.0007918484019491231,0.23791915314037482,238.71100154232394
137,1.4023344032427114,0.019051986230442047,0.23058374814498883,249.63573437543096
138,1.4158242585413876,0.006834870443120784,0.23614587907675477,242.98074951987547
139,1.4208461974187983,0.00655055137435591,0.23795881064246482,244.50936201682083
140,1.4604883989553727,0.008974880765880749,0.20486716048024634,213.84204124612705
141,1.496955175228055,0.017411479129444768,0.1773752649734448,194.78674410288966
142,1.5001780785057461,0.004274181339452152,0.1915638408251985,195.83802216465074
143,1.5078187371553444,0.01133253897922851,0.18819736351505245,199.52990249428092
144,1.5117957422673338,0.008340933410349735,0.19555289738229154,203.89383079264124
145,1.5155207386715681,0.0031064814560107074,0.20016883438840694,203.2753158444176
146,1.515938343980074,0.021089114354403585,0.20285771053591173,223.94682489031536
147,1.5263882558798805,0.015966501337527327,0.21349691299050888,229.4634143280363
148,1.5341495851335432,0.010742665693848762,0.2217020850743736,232.44475076822235
149,1.5347368194377697,0.019010057185416065,0.23185751646399577,250.86757364941192
150,1.5383659963378848,0.0201962063822053,0.24723839674929682,267.434603131502
151,1.564908895794433,0.01232245320909311,0.24089170367495383,253.21415688404693
152,1.5679517908182339,0.018140868506209325,0.2501712618602461,268.3121303664553
153,1.5696910226069614,0.011955796643719839,0.2665728985777278,278.5286952214476
154,1.577160712712224,0.01139874291728865,0.27105900511618497,282.4577480334736
155,1.6243166791857269,0.009639364190221883,0.23530178155997072,244.94114575019265
156,1.627396066003057,0.013972203916260641,0.24186175893286244,255.83396284912308
157,1.6397866772285825,0.0017269417546127899,0.24344335162359765,245.1702933782105
158,1.6557187619645766,0.021275463180521533,0.22923820864221645,250.51367182273788
159,1.6587335749905299,0.020545033221429355,0.24749885879678457,268.04389201821397
160,1.673208563084889,0.00029683511543022014,0.2535689039238549,253.8657390392851
161,1.6783032608544923,0.017476473762753138,0.24877104126968175,266.2475150324348
162,1.689419969162623,0.0013796390740375565,0.2551308067243041,256.5104457983416
163,1.7005737227974858,0.004081469825093086,0.24535669216347888,249.43816198857195
164,1.709100225574734,0.013606588031607416,0.24091165921132363,254.51824724293104
165,1.710151660672641,0.0017525843472956319,0.2534668121450241,255.21939649231973
166,1.7301921583864888,0.017035674221585723,0.23517889877847198,252.21457300005778
167,1.7344900505383487,0.01784590297012224,0.24791668084819785,265.76258381831997
168,1.736783740611766,0.00708195305309597,0.26346889374490257,270.5508467979985
169,1.73724629349837,6.406348617415166e-05,0.27008829391139466,270.15235739756884
170,1.7471771646605319,0.003383273427118551,0.26022148623540686,263.6047596625255
171,1.7597532950412802,0.009595294943637384,0.25102862928177716,260.62392422541467
172,1.7599391500141521,0.03973163467974408,0.26043806925254276,300.16970393228684
173,1.7679128231758132,0.009991657490890635,0.2921960307706257,302.1876882615162
174,1.7707664248097572,0.0030083969701011704,0.2993340866275722,302.3424835976733
175,1.7822789174936204,0.010051375279415504,0.2908299909138101,300.88136619322546
176,1.7844078532996108,0.0077649700677767134,0.2987524303872351,306.51740045501174
177,1.7974546591614744,0.015134252301294655,0.29347059459314817,308.6048468944429
178,1.80288753361682,0.0011314701729582906,0.3031719724390973,304.3034426120557
179,1.8335580204813122,0.014314084807364829,0.2736329557475634,287.94704055492826
180,1.8352018472973042,0.007792860190698895,0.2863032137389363,294.0960739296352
181,1.8398366521194727,0.03296621277767666,0.2894612691074667,322.4274818851436
182,1.841174921953217,0.0041835608998911115,0.3210892120513993,325.27277295129056
183,1.8699103708104472,0.010013636973450231,0.2965373240940603,306.55096106751057
184,1.8932251897789028,0.026886609755685513,0.283236142099055,310.12275185474067
185,1.8965399383351416,0.0010815299766527462,0.3068080032985019,307.8895332751548
186,1.908526190991185,0.027682539268387686,0.2959032806191113,323.58581988749904
187,1.927409347353843,0.01164385883557969,0.3047026635248411,316.3465223604209
188,1.9364108180281374,0.000702476502911083,0.30734505168612647,308.04752818903734
189,1.9447917003636257,0.0035805241642823983,0.2996666458535491,303.24717001783165
190,1.9478681119796024,0.012315909951213124,0.3001707584018549,312.48666835306807
191,1.9489539579848796,0.0006972592739476132,0.3114008223477909,312.0980816217387
192,1.9742331049314854,0.008726817290949637,0.28681893467513286,295.54575196608266
193,1.9998639319053568,0.0042446913151136115,0.26991492499221126,274.15961630732477
194,2.0110047087885,0.009699961904748347,0.26301883942418147,272.71880132892966
195,2.0156052255641814,0.0004682123927795485,0.2681182845532484,268.58649694602786
196,2.0203781990731997,0.020521128448769126,0.2638135234370096,284.33465188577856
197,2.03476114829239,0.03630194375144341,0.2699517026665883,306.25364641803185
198,2.060028896615804,0.03469835664491751,0.28098589809461805,315.6842547395358
199,2.0842637029424327,0.0138490265696123,0.2914494484129069,305.29847498251917
200,2.1010810606305537,0.0013936119883380578,0.2884811172943982,289.87472928273615
201,2.112495623892417,0.0141990573116036,0.278460166020873,292.65922333247653
202,2.113472198627929,0.0002489422228251131,0.29168264859696436,291.93159081978945
203,2.1154310232355225,0.00022371947734473865,0.28997276621219603,290.1964856895409
